faceoffWinPct,gamesPlayed,goalsAgainst,goalsAgainstPerGame,goalsFor,goalsForPerGame,losses,otLosses,penaltyKillNetPct,penaltyKillPct,pointPct,points,powerPlayNetPct,powerPlayPct,regulationAndOtWins,seasonId,shotsAgainstPerGame,shotsForPerGame,teamFullName,teamId,ties,wins,winsInRegulation,winsInShootout
0.51469,48,119,2.47916,162,3.375,12,0.0,0.808383,0.796408,0.75,72,0.229411,0.247058,33,20122013,29.22916,29.95833,Pittsburgh Penguins,5,,36,31,3
0.563949,48,106,2.20833,127,2.64583,14,6.0,0.90184,0.871166,0.64583,62,0.131147,0.14754,24,20122013,28.60416,32.4375,Boston Bruins,6,,28,23,4
0.462387,48,139,2.89583,118,2.45833,21,6.0,0.83146,0.792135,0.5,48,0.098159,0.141104,14,20122013,33.45833,27.89583,Buffalo Sabres,7,,21,13,7
0.49751,48,124,2.58333,146,3.04166,14,5.0,0.797687,0.797688,0.65625,63,0.197044,0.206896,26,20122013,26.9375,30.58333,Montréal Canadiens,8,,29,24,3
0.491519,48,100,2.08333,112,2.33333,17,6.0,0.892215,0.88024,0.58333,56,0.152866,0.159235,21,20122013,31.29166,33.14583,Ottawa Senators,9,,25,19,4
0.500508,48,128,2.66666,145,3.02083,17,5.0,0.88535,0.878981,0.59375,57,0.16265,0.186746,26,20122013,32.27083,26.33333,Toronto Maple Leafs,10,,26,24,0
0.502004,48,159,3.3125,127,2.64583,25,4.0,0.801242,0.782609,0.4375,42,0.121212,0.145454,18,20122013,32.20833,32.1875,Carolina Hurricanes,12,,19,17,1
0.493563,48,170,3.54166,109,2.27083,27,6.0,0.768211,0.741722,0.375,36,0.197183,0.204225,12,20122013,31.33333,29.16666,Florida Panthers,13,,15,11,3
0.511596,48,147,3.0625,147,3.0625,26,4.0,0.806451,0.806452,0.41666,40,0.165644,0.190184,17,20122013,30.22916,27.5625,Tampa Bay Lightning,14,,18,16,1
0.507697,48,130,2.70833,146,3.04166,18,3.0,0.797546,0.779142,0.59375,57,0.243902,0.268292,24,20122013,32.3125,28.125,Washington Capitals,15,,27,20,3
0.507779,48,97,2.02083,149,3.10416,7,5.0,0.907801,0.872341,0.80208,77,0.133333,0.166666,30,20122013,26.20833,31.125,Chicago Blackhawks,16,,36,25,6
0.508058,48,110,2.29166,122,2.54166,16,8.0,0.835365,0.817074,0.58333,56,0.156756,0.183783,22,20122013,27.54166,30.14583,Detroit Red Wings,17,,24,20,2
0.497299,48,133,2.77083,109,2.27083,23,9.0,0.762589,0.755396,0.42708,41,0.142857,0.171428,14,20122013,27.8125,25.91666,Nashville Predators,18,,16,11,2
0.507231,48,114,2.375,124,2.58333,17,2.0,0.866666,0.846667,0.625,60,0.161073,0.19463,24,20122013,24.1875,27.83333,St. Louis Blues,19,,29,20,5
0.466422,48,157,3.27083,128,2.66666,25,4.0,0.854304,0.81457,0.4375,42,0.187096,0.2,19,20122013,29.41666,26.9375,Calgary Flames,20,,19,17,0
0.51075,48,150,3.125,114,2.375,25,7.0,0.819672,0.803279,0.40625,39,0.128571,0.15,14,20122013,31.41666,29.47916,Colorado Avalanche,21,,16,11,2
0.46123,48,131,2.72916,123,2.5625,22,7.0,0.857142,0.834286,0.46875,45,0.195266,0.201183,17,20122013,32.75,26.77083,Edmonton Oilers,22,,19,15,2
0.475941,48,115,2.39583,122,2.54166,15,7.0,0.852071,0.840237,0.61458,59,0.139393,0.157575,21,20122013,28.9375,28.125,Vancouver Canucks,23,,26,20,5
0.475404,48,115,2.39583,134,2.79166,12,6.0,0.845679,0.814815,0.6875,66,0.177777,0.214814,24,20122013,27.91666,28.0625,Anaheim Ducks,24,,30,23,6
0.471652,48,141,2.9375,128,2.66666,22,4.0,0.821229,0.810056,0.5,48,0.152046,0.16959,20,20122013,31.02083,26.27083,Dallas Stars,25,,22,18,2
0.520169,48,114,2.375,131,2.72916,16,5.0,0.84472,0.832299,0.61458,59,0.192771,0.198795,25,20122013,24.95833,29.8125,Los Angeles Kings,26,,27,24,2
0.520182,48,125,2.60416,121,2.52083,18,9.0,0.81065,0.798817,0.53125,51,0.136094,0.147928,17,20122013,30.5625,30.875,Phoenix Coyotes,27,,21,16,4
0.533887,48,112,2.33333,116,2.41666,16,7.0,0.870748,0.850341,0.59375,57,0.177514,0.201183,17,20122013,28.95833,31.79166,San Jose Sharks,28,,25,17,8
0.519985,48,115,2.39583,115,2.39583,17,7.0,0.847222,0.826389,0.57291,55,0.129032,0.141935,19,20122013,29.91666,26.72916,Columbus Blue Jackets,29,,24,14,5
0.524514,48,125,2.60416,118,2.45833,19,3.0,0.814814,0.807408,0.57291,55,0.178807,0.178807,22,20122013,27.0625,28.79166,Minnesota Wild,30,,26,19,4
0.489439,48,141,2.9375,126,2.625,21,3.0,0.804347,0.797102,0.53125,51,0.117241,0.137931,22,20122013,29.66666,28.9375,Winnipeg Jets,52,,24,18,2
0.470155,82,195,2.37804,197,2.40243,29,18.0,0.897727,0.863637,0.53658,88,0.178423,0.19502,35,20132014,25.4756,26.81707,New Jersey Devils,1,,35,26,0
0.471813,82,261,3.18292,216,2.63414,37,11.0,0.81132,0.781133,0.4817,79,0.152173,0.177536,25,20132014,30.04878,30.93902,New York Islanders,2,,34,21,9
0.488286,82,190,2.31707,214,2.60975,31,6.0,0.896551,0.853449,0.58536,96,0.155303,0.181818,41,20132014,29.41463,33.15853,New York Rangers,3,,45,39,4
0.4997,82,227,2.76829,233,2.84146,30,10.0,0.873417,0.848102,0.57317,94,0.159863,0.197278,39,20132014,30.58536,30.36585,Philadelphia Flyers,4,,42,35,3
0.509799,82,204,2.4878,242,2.95121,24,7.0,0.866141,0.850394,0.66463,109,0.21223,0.233812,44,20132014,28.76829,29.92682,Pittsburgh Penguins,5,,51,40,7
0.515915,82,171,2.08536,258,3.14634,19,9.0,0.870722,0.836502,0.71341,117,0.191304,0.217391,51,20132014,29.08536,31.86585,Boston Bruins,6,,54,47,3
0.467925,82,243,2.96341,150,1.82926,51,10.0,0.832116,0.813869,0.31707,52,0.121093,0.140625,14,20132014,34.34146,26.29268,Buffalo Sabres,7,,21,11,7
0.495693,82,201,2.45121,209,2.54878,28,8.0,0.871972,0.851212,0.60975,100,0.143369,0.172043,40,20132014,30.9878,28.41463,Montréal Canadiens,8,,46,33,6
0.51243,82,258,3.14634,229,2.79268,31,14.0,0.825,0.809375,0.53658,88,0.147601,0.184501,30,20132014,34.7439,32.82926,Ottawa Senators,9,,37,27,7
0.482564,82,252,3.07317,222,2.70731,36,8.0,0.809701,0.783583,0.51219,84,0.150793,0.198412,29,20132014,35.91463,27.92682,Toronto Maple Leafs,10,,38,24,9
0.525981,82,226,2.75609,205,2.5,35,11.0,0.86307,0.817428,0.50609,83,0.117437,0.145907,34,20132014,30.93902,31.2317,Carolina Hurricanes,12,,36,30,2
0.48266,82,262,3.19512,188,2.29268,45,8.0,0.790076,0.759542,0.40243,66,0.078066,0.100371,21,20132014,31.10975,29.89024,Florida Panthers,13,,29,21,8
0.492389,82,209,2.54878,232,2.82926,27,9.0,0.844444,0.807408,0.61585,101,0.155555,0.185185,38,20132014,29.2317,29.82926,Tampa Bay Lightning,14,,46,32,8
0.484101,82,229,2.79268,225,2.7439,30,14.0,0.838028,0.820423,0.54878,90,0.199312,0.233676,28,20132014,33.53658,29.41463,Washington Capitals,15,,38,24,10
0.519802,82,212,2.58536,261,3.18292,21,15.0,0.850806,0.814517,0.65243,107,0.171206,0.194552,40,20132014,27.18292,33.10975,Chicago Blackhawks,16,,46,39,6
0.507551,82,221,2.69512,217,2.64634,28,15.0,0.840677,0.830509,0.56707,93,0.159574,0.177304,34,20132014,29.28048,29.95121,Detroit Red Wings,17,,39,30,5
0.530679,82,233,2.84146,214,2.60975,32,12.0,0.810924,0.802522,0.53658,88,0.192468,0.192468,36,20132014,28.90243,29.04878,Nashville Predators,18,,38,33,2
0.518609,82,188,2.29268,239,2.91463,23,7.0,0.877133,0.856656,0.67682,111,0.176678,0.197879,43,20132014,26.37804,29.29268,St. Louis Blues,19,,52,40,9
0.462438,82,238,2.90243,202,2.46341,40,7.0,0.868085,0.817022,0.46951,77,0.128514,0.156626,28,20132014,28.59756,26.81707,Calgary Flames,20,,35,21,7
0.494803,82,216,2.63414,245,2.9878,22,8.0,0.819277,0.807229,0.68292,112,0.194444,0.198412,47,20132014,32.65853,29.51219,Colorado Avalanche,21,,52,37,5
0.490176,82,267,3.25609,199,2.42682,44,9.0,0.835714,0.821429,0.40853,67,0.121771,0.169741,25,20132014,32.87804,26.92682,Edmonton Oilers,22,,29,20,4
0.513683,82,216,2.63414,191,2.32926,35,11.0,0.854014,0.832117,0.50609,83,0.136186,0.15175,31,20132014,28.37804,30.81707,Vancouver Canucks,23,,36,25,5
0.492024,82,203,2.4756,263,3.20731,20,8.0,0.859259,0.822223,0.70731,116,0.130909,0.16,51,20132014,28.69512,31.32926,Anaheim Ducks,24,,54,44,3
0.500877,82,223,2.71951,231,2.81707,31,11.0,0.844106,0.813689,0.55487,91,0.141379,0.15862,36,20132014,30.39024,31.67073,Dallas Stars,25,,40,34,4
0.527515,82,168,2.04878,198,2.41463,28,8.0,0.847972,0.831082,0.60975,100,0.130281,0.151408,38,20132014,26.20731,31.64634,Los Angeles Kings,26,,46,34,8
0.519772,82,224,2.7317,210,2.56097,30,15.0,0.80147,0.790442,0.54268,89,0.180851,0.198581,31,20132014,30.9878,30.4756,Phoenix Coyotes,27,,37,28,6
0.527863,82,193,2.35365,239,2.91463,22,9.0,0.885844,0.849316,0.67682,111,0.151202,0.171821,41,20132014,27.81707,34.76829,San Jose Sharks,28,,51,37,10
0.515547,82,214,2.60975,226,2.75609,32,7.0,0.853571,0.821429,0.56707,93,0.164285,0.192857,38,20132014,30.78048,29.64634,Columbus Blue Jackets,29,,43,35,5
0.508824,82,198,2.41463,199,2.42682,27,12.0,0.804,0.788,0.59756,98,0.146825,0.178571,35,20132014,27.71951,26.58536,Minnesota Wild,30,,43,32,8
0.468865,82,231,2.81707,219,2.67073,35,10.0,0.848797,0.831616,0.51219,84,0.131274,0.15444,29,20132014,30.14634,30.68292,Winnipeg Jets,52,,37,24,8
0.472848,82,209,2.54878,176,2.14634,36,14.0,0.832089,0.805971,0.4756,78,0.15566,0.193396,27,20142015,30.70731,24.4878,New Jersey Devils,1,,32,26,5
0.492213,82,224,2.7317,245,2.9878,28,7.0,0.825688,0.779817,0.61585,101,0.176029,0.187265,40,20142015,28.30487,33.79268,New York Islanders,2,,47,34,7
0.467358,82,187,2.28048,248,3.02439,22,7.0,0.880851,0.842554,0.68902,113,0.142241,0.168103,49,20142015,29.4878,31.4878,New York Rangers,3,,53,43,4
0.511438,82,223,2.71951,212,2.58536,31,18.0,0.781954,0.770677,0.51219,84,0.210937,0.234375,30,20142015,30.25609,29.42682,Philadelphia Flyers,4,,33,25,3
0.490681,82,204,2.4878,217,2.64634,27,12.0,0.870036,0.848376,0.59756,98,0.149606,0.192913,39,20142015,29.28048,31.63414,Pittsburgh Penguins,5,,43,33,4
0.536234,82,201,2.45121,209,2.54878,27,14.0,0.852459,0.819673,0.58536,96,0.164319,0.178403,37,20142015,29.86585,31.04878,Boston Bruins,6,,41,28,4
0.449426,82,269,3.28048,153,1.86585,51,8.0,0.77821,0.750973,0.32926,54,0.098214,0.133928,15,20142015,35.60975,24.19512,Buffalo Sabres,7,,23,14,8
0.520873,82,184,2.2439,214,2.60975,22,10.0,0.863813,0.836576,0.67073,110,0.148148,0.164609,43,20142015,30.12195,28.46341,Montréal Canadiens,8,,50,37,7
0.48227,82,208,2.53658,232,2.82926,26,13.0,0.85214,0.828794,0.60365,99,0.139285,0.167857,37,20142015,32.13414,30.96341,Ottawa Senators,9,,43,30,6
0.490373,82,257,3.13414,206,2.51219,44,8.0,0.830827,0.804512,0.41463,68,0.116607,0.15901,25,20142015,33.51219,29.2317,Toronto Maple Leafs,10,,30,22,5
0.529615,82,219,2.67073,183,2.2317,41,11.0,0.857894,0.847369,0.43292,71,0.170833,0.1875,25,20142015,27.26829,30.78048,Carolina Hurricanes,12,,30,24,5
0.485935,82,213,2.59756,198,2.41463,29,15.0,0.804,0.8,0.55487,91,0.138211,0.162601,30,20142015,29.56097,30.68292,Florida Panthers,13,,38,29,8
0.497066,82,206,2.51219,259,3.15853,24,8.0,0.863813,0.836576,0.65853,108,0.166666,0.187943,47,20142015,27.89024,29.60975,Tampa Bay Lightning,14,,50,43,3
0.512497,82,199,2.42682,237,2.89024,26,11.0,0.827067,0.812031,0.61585,101,0.236286,0.253164,40,20142015,28.87804,29.5,Washington Capitals,15,,45,35,5
0.520489,82,186,2.26829,220,2.68292,28,6.0,0.848341,0.834124,0.62195,102,0.149425,0.176245,39,20142015,30.20731,33.86585,Chicago Blackhawks,16,,48,36,9
0.514656,82,211,2.57317,231,2.81707,25,14.0,0.819444,0.809028,0.60975,100,0.210884,0.238095,39,20142015,28.31707,29.62195,Detroit Red Wings,17,,43,32,4
0.489024,82,202,2.46341,226,2.75609,25,10.0,0.824786,0.807693,0.63414,104,0.142857,0.162162,41,20142015,28.25609,31.87804,Nashville Predators,18,,47,33,6
0.534257,82,197,2.40243,239,2.91463,24,7.0,0.844357,0.836576,0.66463,109,0.203187,0.223107,42,20142015,27.2317,30.91463,St. Louis Blues,19,,51,37,9
0.474526,82,213,2.59756,237,2.89024,30,7.0,0.838709,0.806452,0.59146,97,0.17647,0.188235,41,20142015,29.15853,27.46341,Calgary Flames,20,,45,32,4
0.508235,82,223,2.71951,209,2.54878,31,12.0,0.86307,0.846474,0.54878,90,0.1417,0.149797,29,20142015,33.15853,27.87804,Colorado Avalanche,21,,39,27,10
0.482146,82,276,3.36585,193,2.35365,44,14.0,0.785388,0.767124,0.37804,62,0.146551,0.176724,19,20142015,30.04878,28.42682,Edmonton Oilers,22,,24,17,5
0.466653,82,220,2.68292,236,2.87804,29,5.0,0.879699,0.857143,0.61585,101,0.184873,0.193277,42,20142015,29.82926,29.91463,Vancouver Canucks,23,,48,36,6
0.516455,82,221,2.69512,228,2.78048,24,7.0,0.843065,0.810219,0.66463,109,0.131914,0.157446,43,20142015,28.86585,29.9756,Anaheim Ducks,24,,51,35,8
0.517534,82,257,3.13414,257,3.13414,31,10.0,0.842519,0.807087,0.56097,92,0.165517,0.189655,37,20142015,29.92682,31.19512,Dallas Stars,25,,41,33,4
0.513288,82,197,2.40243,218,2.65853,27,15.0,0.838983,0.809323,0.57926,95,0.182186,0.190283,38,20142015,27.0,30.92682,Los Angeles Kings,26,,40,37,2
0.519245,82,226,2.75609,224,2.7317,33,9.0,0.80269,0.784754,0.54268,89,0.19685,0.216535,36,20142015,29.70731,31.59756,San Jose Sharks,28,,40,34,4
0.492896,82,248,3.02439,227,2.76829,35,5.0,0.818481,0.801981,0.54268,89,0.196721,0.217213,33,20142015,33.43902,28.85365,Columbus Blue Jackets,29,,42,28,9
0.498698,82,198,2.41463,227,2.76829,28,8.0,0.880341,0.863248,0.60975,100,0.146341,0.158536,42,20142015,27.62195,30.75609,Minnesota Wild,30,,46,38,4
0.488845,82,204,2.4878,223,2.71951,26,13.0,0.850649,0.818182,0.60365,99,0.159851,0.178438,36,20142015,28.65853,29.7439,Winnipeg Jets,52,,43,32,7
0.518475,82,267,3.25609,165,2.01219,50,8.0,0.781362,0.767026,0.34146,56,0.169565,0.2,19,20142015,33.19512,29.18292,Arizona Coyotes,53,,24,14,5
0.464369,82,202,2.46341,182,2.21951,36,8.0,0.848484,0.829546,0.51219,84,0.167968,0.199218,36,20152016,28.64634,24.42682,New Jersey Devils,1,,38,27,2
0.500859,82,211,2.57317,227,2.76829,27,10.0,0.875,0.844828,0.60975,100,0.157205,0.183406,40,20152016,30.42682,29.41463,New York Islanders,2,,45,34,5
0.491813,82,215,2.62195,233,2.84146,27,9.0,0.794238,0.781894,0.61585,101,0.163716,0.18584,43,20152016,30.41463,28.4878,New York Rangers,3,,46,39,3
0.509977,82,210,2.56097,211,2.57317,27,14.0,0.816793,0.805344,0.58536,96,0.160714,0.189285,38,20152016,30.71951,30.9756,Philadelphia Flyers,4,,41,28,3
0.501644,82,199,2.42682,241,2.93902,26,8.0,0.887159,0.844358,0.63414,104,0.16475,0.183908,44,20152016,29.70731,33.19512,Pittsburgh Penguins,5,,48,38,4
0.50428,82,228,2.78048,236,2.87804,31,9.0,0.855555,0.822223,0.56707,93,0.188034,0.205128,38,20152016,30.36585,31.95121,Boston Bruins,6,,42,33,4
0.493794,82,215,2.62195,199,2.42682,36,11.0,0.853211,0.825689,0.4939,81,0.165354,0.188976,33,20152016,30.62195,29.4878,Buffalo Sabres,7,,35,29,2
0.50336,82,233,2.84146,216,2.63414,38,6.0,0.850393,0.818898,0.5,82,0.119691,0.162162,33,20152016,29.36585,30.53658,Montréal Canadiens,8,,38,30,5
0.505518,82,241,2.93902,230,2.80487,35,9.0,0.825396,0.757937,0.51829,85,0.145833,0.158333,32,20152016,32.78048,28.35365,Ottawa Senators,9,,38,26,6
0.505895,82,240,2.92682,192,2.34146,42,11.0,0.827205,0.816177,0.42073,69,0.123552,0.15444,23,20152016,30.52439,30.67073,Toronto Maple Leafs,10,,29,20,6
0.536694,82,221,2.69512,196,2.39024,31,16.0,0.857843,0.843138,0.52439,86,0.147058,0.168067,33,20152016,27.57317,29.89024,Carolina Hurricanes,12,,35,25,2
0.500786,82,200,2.43902,232,2.82926,26,9.0,0.813432,0.794777,0.62804,103,0.151079,0.169064,40,20152016,29.5,28.75609,Florida Panthers,13,,47,39,7
0.494888,82,198,2.41463,224,2.7317,31,5.0,0.867704,0.840467,0.59146,97,0.132616,0.157706,43,20152016,28.85365,29.29268,Tampa Bay Lightning,14,,46,36,3
0.495708,82,191,2.32926,248,3.02439,18,8.0,0.859375,0.851563,0.7317,120,0.199203,0.219123,52,20152016,28.43902,30.60975,Washington Capitals,15,,56,45,4
0.492549,82,207,2.52439,234,2.85365,26,9.0,0.845493,0.802576,0.62804,103,0.214285,0.22619,46,20152016,30.80487,30.46341,Chicago Blackhawks,16,,47,36,1
0.505225,82,219,2.67073,209,2.54878,30,11.0,0.822878,0.815499,0.56707,93,0.172932,0.187969,39,20152016,29.7439,29.65853,Detroit Red Wings,17,,41,30,2
0.486944,82,213,2.59756,224,2.7317,27,14.0,0.840816,0.812245,0.58536,96,0.189189,0.196911,37,20152016,27.34146,30.57317,Nashville Predators,18,,41,35,4
0.512621,82,197,2.40243,219,2.67073,24,9.0,0.865942,0.85145,0.65243,107,0.194092,0.215189,44,20152016,29.7439,30.17073,St. Louis Blues,19,,49,36,5
0.48599,82,257,3.13414,229,2.79268,40,7.0,0.798283,0.755365,0.46951,77,0.144444,0.17037,33,20152016,28.9878,29.2439,Calgary Flames,20,,35,24,2
0.498536,82,240,2.92682,212,2.58536,39,4.0,0.829457,0.802326,0.5,82,0.146616,0.180451,35,20152016,32.30487,28.63414,Colorado Avalanche,21,,39,33,4
0.487946,82,242,2.95121,199,2.42682,43,8.0,0.830708,0.811024,0.42682,70,0.156118,0.181434,27,20152016,31.07317,29.09756,Edmonton Oilers,22,,31,20,4
0.454415,82,239,2.91463,186,2.26829,38,13.0,0.827309,0.811245,0.45731,75,0.125506,0.157894,26,20152016,32.53658,28.18292,Vancouver Canucks,23,,31,22,5
0.51945,82,188,2.29268,215,2.62195,25,11.0,0.896551,0.872414,0.62804,103,0.219008,0.231404,43,20152016,27.53658,30.28048,Anaheim Ducks,24,,46,39,3
0.501932,82,228,2.78048,265,3.2317,23,9.0,0.862903,0.822581,0.66463,109,0.164122,0.221374,48,20152016,28.91463,32.0,Dallas Stars,25,,50,42,2
0.505082,82,192,2.34146,223,2.71951,28,6.0,0.831578,0.814036,0.62195,102,0.187234,0.2,46,20152016,27.4878,32.01219,Los Angeles Kings,26,,48,34,2
0.506972,82,207,2.52439,237,2.89024,30,6.0,0.830508,0.805085,0.59756,98,0.2,0.225454,42,20152016,27.37804,30.37804,San Jose Sharks,28,,46,37,4
0.489986,82,248,3.02439,213,2.59756,40,8.0,0.820788,0.810036,0.46341,76,0.141129,0.173387,28,20152016,31.09756,29.10975,Columbus Blue Jackets,29,,34,26,6
0.525238,82,204,2.4878,213,2.59756,33,11.0,0.813725,0.779412,0.53048,87,0.162162,0.185328,35,20152016,28.62195,28.95121,Minnesota Wild,30,,38,34,3
0.467384,82,236,2.87804,212,2.58536,39,8.0,0.819148,0.783688,0.4756,78,0.132295,0.147859,32,20152016,29.54878,29.59756,Winnipeg Jets,52,,35,29,3
0.54693,82,244,2.9756,208,2.53658,39,8.0,0.786184,0.773027,0.4756,78,0.13,0.176666,34,20152016,30.96341,27.62195,Arizona Coyotes,53,,35,29,1
0.492276,82,241,2.93902,180,2.19512,40,14.0,0.81923,0.796154,0.42682,70,0.12749,0.175298,25,20162017,31.36585,27.79268,New Jersey Devils,1,,28,18,3
0.476903,82,238,2.90243,239,2.91463,29,12.0,0.841409,0.819384,0.57317,94,0.119658,0.149572,39,20162017,31.90243,30.2439,New York Islanders,2,,41,33,2
0.483758,82,216,2.63414,253,3.08536,28,6.0,0.838565,0.798207,0.62195,102,0.180257,0.201716,45,20162017,30.06097,29.7317,New York Rangers,3,,48,40,3
0.52275,82,231,2.81707,212,2.58536,33,10.0,0.813765,0.797571,0.53658,88,0.162454,0.194945,32,20162017,28.46341,31.52439,Philadelphia Flyers,4,,39,25,7
0.475746,82,229,2.79268,278,3.39024,21,11.0,0.81712,0.797666,0.67682,111,0.203846,0.230769,46,20162017,32.57317,33.4756,Pittsburgh Penguins,5,,50,40,4
0.532408,82,209,2.54878,232,2.82926,31,7.0,0.894339,0.856604,0.57926,95,0.192622,0.217213,42,20162017,26.75609,33.18292,Boston Bruins,6,,44,38,2
0.496043,82,231,2.81707,199,2.42682,37,12.0,0.789029,0.776372,0.4756,78,0.227467,0.244635,31,20162017,34.30487,30.37804,Buffalo Sabres,7,,33,25,2
0.5033,82,198,2.41463,223,2.71951,26,9.0,0.831325,0.811245,0.62804,103,0.170305,0.196506,44,20162017,29.62195,29.9878,Montréal Canadiens,8,,47,33,3
0.509698,82,210,2.56097,206,2.51219,28,10.0,0.825203,0.796748,0.59756,98,0.158102,0.16996,38,20162017,30.08536,30.03658,Ottawa Senators,9,,44,34,6
0.498715,82,234,2.85365,250,3.04878,27,15.0,0.848605,0.824702,0.57926,95,0.209016,0.237704,39,20162017,32.59756,31.91463,Toronto Maple Leafs,10,,40,33,1
0.53067,82,230,2.80487,212,2.58536,31,15.0,0.891089,0.841585,0.53048,87,0.151515,0.177489,33,20162017,28.29268,30.40243,Carolina Hurricanes,12,,36,28,3
0.479292,82,231,2.81707,205,2.5,36,11.0,0.885714,0.853062,0.4939,81,0.139622,0.169811,30,20162017,31.64634,32.2439,Florida Panthers,13,,35,23,5
0.476629,82,224,2.7317,230,2.80487,30,10.0,0.829457,0.813954,0.57317,94,0.198529,0.227941,38,20162017,30.39024,29.90243,Tampa Bay Lightning,14,,42,32,4
0.498432,82,177,2.15853,261,3.18292,19,8.0,0.856617,0.838236,0.71951,118,0.218623,0.230769,53,20162017,27.82926,30.42682,Washington Capitals,15,,55,45,2
0.474734,82,212,2.58536,240,2.92682,23,9.0,0.78199,0.777252,0.66463,109,0.150214,0.180257,46,20162017,31.39024,30.58536,Chicago Blackhawks,16,,50,37,4
0.518731,82,244,2.9756,198,2.41463,36,13.0,0.821276,0.808511,0.4817,79,0.115079,0.150793,24,20162017,30.57317,28.4756,Detroit Red Wings,17,,33,17,9
0.514449,82,220,2.68292,238,2.90243,29,12.0,0.858921,0.809129,0.57317,94,0.166023,0.189189,39,20162017,30.14634,31.18292,Nashville Predators,18,,41,35,2
0.502784,82,216,2.63414,233,2.84146,29,7.0,0.859315,0.847909,0.60365,99,0.191489,0.212765,44,20162017,28.37804,28.41463,St. Louis Blues,19,,46,38,2
0.489336,82,219,2.67073,222,2.70731,33,4.0,0.844765,0.815885,0.57317,94,0.182879,0.202334,41,20162017,28.70731,29.12195,Calgary Flames,20,,45,32,4
0.536172,82,276,3.36585,165,2.01219,56,4.0,0.784671,0.766424,0.29268,48,0.117154,0.125523,21,20162017,31.7439,28.08536,Colorado Avalanche,21,,22,14,1
0.470371,82,207,2.52439,243,2.96341,26,9.0,0.825112,0.807175,0.62804,103,0.208163,0.228571,43,20162017,29.46341,31.06097,Edmonton Oilers,22,,47,37,4
0.511491,82,241,2.93902,178,2.17073,43,9.0,0.775784,0.766817,0.42073,69,0.114537,0.140969,26,20162017,31.76829,27.71951,Vancouver Canucks,23,,30,19,4
0.546916,82,197,2.40243,220,2.68292,23,13.0,0.879003,0.846976,0.64024,105,0.159362,0.18725,43,20162017,29.62195,29.57317,Anaheim Ducks,24,,46,40,3
0.499119,82,260,3.17073,222,2.70731,37,11.0,0.759036,0.738956,0.4817,79,0.136186,0.178988,33,20162017,29.7439,30.54878,Dallas Stars,25,,34,28,1
0.507679,82,201,2.45121,199,2.42682,35,8.0,0.865853,0.845529,0.52439,86,0.178423,0.190871,37,20162017,25.85365,31.13414,Los Angeles Kings,26,,39,25,2
0.481365,82,200,2.43902,219,2.67073,29,7.0,0.839622,0.806604,0.60365,99,0.142276,0.166666,44,20162017,27.67073,29.91463,San Jose Sharks,28,,46,38,2
0.486333,82,193,2.35365,247,3.01219,24,8.0,0.869955,0.825113,0.65853,108,0.189573,0.199052,48,20162017,30.35365,30.9756,Columbus Blue Jackets,29,,50,39,2
0.519454,82,206,2.51219,263,3.20731,25,8.0,0.852534,0.829494,0.64634,106,0.196428,0.209821,46,20162017,30.06097,30.81707,Minnesota Wild,30,,49,42,3
0.485122,82,255,3.10975,246,3.0,35,7.0,0.810909,0.774546,0.53048,87,0.147727,0.181818,37,20162017,31.04878,29.85365,Winnipeg Jets,52,,40,33,3
0.48,82,258,3.14634,191,2.32926,42,10.0,0.803846,0.773077,0.42682,70,0.131914,0.161702,24,20162017,34.10975,27.81707,Arizona Coyotes,53,,30,20,6
0.469877,82,240,2.92682,243,2.96341,29,9.0,0.864341,0.81783,0.59146,97,0.190476,0.214285,39,20172018,31.90243,31.69512,New Jersey Devils,1,,44,33,5
0.488717,82,293,3.57317,261,3.18292,37,10.0,0.753191,0.731915,0.4878,80,0.188,0.232,32,20172018,35.58536,31.36585,New York Islanders,2,,35,25,3
0.492765,82,263,3.20731,228,2.78048,39,9.0,0.834008,0.813766,0.46951,77,0.190871,0.211618,31,20172018,35.34146,30.95121,New York Rangers,3,,34,24,3
0.532626,82,236,2.87804,249,3.03658,26,14.0,0.7713,0.757848,0.59756,98,0.168582,0.206896,40,20172018,29.85365,32.08536,Philadelphia Flyers,4,,42,31,2
0.50254,82,248,3.02439,270,3.29268,29,6.0,0.822641,0.8,0.60975,100,0.25,0.261538,45,20172018,31.13414,34.42682,Pittsburgh Penguins,5,,47,33,2
0.507483,82,211,2.57317,267,3.25609,20,12.0,0.873469,0.836735,0.68292,112,0.196911,0.235521,47,20172018,29.25609,32.96341,Boston Bruins,6,,50,41,3
0.515323,82,278,3.39024,198,2.41463,45,12.0,0.817021,0.778724,0.37804,62,0.15175,0.190661,24,20172018,32.69512,31.18292,Buffalo Sabres,7,,25,19,1
0.475481,82,258,3.14634,207,2.52439,40,13.0,0.76806,0.741445,0.43292,71,0.187755,0.212244,27,20172018,32.31707,32.76829,Montréal Canadiens,8,,29,24,2
0.502918,82,284,3.46341,219,2.67073,43,11.0,0.778723,0.761703,0.40853,67,0.1417,0.165991,26,20172018,33.07317,30.67073,Ottawa Senators,9,,28,18,2
0.518218,82,230,2.80487,270,3.29268,26,7.0,0.831168,0.813853,0.64024,105,0.227678,0.25,42,20172018,33.85365,32.19512,Toronto Maple Leafs,10,,49,37,7
